first,second
0.4,198324.0
0.7,313613.99999999994
0.3,101947.5
1.0,313613.99999999994
0.5,256374.0
0.2,0.0
0.9,313613.99999999994
0.1,0.0
0.8,313613.99999999994
0.6,307975.5
