first,second
0.4,-4050.4620491155333
0.7,-4447.678566280225
0.3,-3322.904592157107
1.0,-4447.678566280225
0.5,-4381.727634777378
0.2,-2240.1312000000034
0.9,-4447.678566280225
0.1,-1120.0656000000017
0.8,-4447.678566280225
0.6,-4444.171094160281
